Accuracy,Precision,Recall,F1-Score,AUC-ROC,AUC-PR,MCC,Cohen Kappa,Model,Training Time (s)
0.9047882339931439,0.5766536964980544,0.7003780718336484,0.6325224071702945,0.9281347469795092,0.6278568431911169,0.5820267012043985,0.5784203740720307,Enhanced GBFT,60.74654197692871
0.9055623133915736,0.6262376237623762,0.4782608695652174,0.5423365487674169,0.9152024175764341,0.5890684612309657,0.4962831406010425,0.49073712239960277,FT-Transformer,125.82484555244446
0.8830034280659074,0.0,0.0,0.0,0.8962462106998826,0.5209361352033903,0.0,0.0,TabNet,43.80241632461548
0.9074422205020458,0.6475300400534045,0.45841209829867674,0.5368013281682347,0.9313977176014099,0.622501191597043,0.4960254002049652,0.48705036122364487,LightGBM,0.6451685428619385
0.9086586309852925,0.6567567567567567,0.45935727788279773,0.5406006674082313,0.932306202674438,0.6240010454105481,0.5013389227642704,0.49164384134072037,XGBoost,0.7789890766143799
0.9074422205020458,0.660844250363901,0.42911153119092627,0.5203438395415473,0.9292753544275478,0.6185222062174828,0.4851641123793803,0.4716731967118196,CatBoost,1.7907629013061523
